ID,SEX,AGEGRP,IMPRACE,Asian,Black,Latino,Native American,Other,White,RESPOP
10F16,F,10,16,0,1,0,1,0,1,38
10F19,F,10,19,0,0,0,1,0,1,1
10F21,F,10,21,1,0,0,0,1,1,3
10F23,F,10,23,0,1,0,1,1,0,1
10F24,F,10,24,1,1,0,0,1,0,1
10F26,F,10,26,1,1,0,1,0,1,2
11F1,F,11,1,0,0,0,0,0,1,36069
11F2,F,11,2,0,1,0,0,0,0,3589
11F3,F,11,3,0,0,0,1,0,0,337
11F4,F,11,4,1,0,0,0,0,0,1655
11F5,F,11,5,0,0,0,0,1,0,23
11F6,F,11,6,0,0,0,0,0,0,62
11F7,F,11,7,0,0,0,1,0,1,145
11F8,F,11,8,1,0,0,0,0,1,78
11F9,F,11,9,0,0,0,0,1,1,6
11F10,F,11,10,0,1,0,1,0,0,44
11F11,F,11,11,1,1,0,0,0,0,9
11F12,F,11,12,0,1,0,0,1,0,5
11F13,F,11,13,1,0,0,1,0,0,1
11F14,F,11,14,0,0,0,1,1,0,2
11F15,F,11,15,1,0,0,0,1,0,6
11F16,F,11,16,0,1,0,1,0,1,36
11F17,F,11,17,1,1,0,0,0,1,4
11F19,F,11,19,0,0,0,1,0,1,1
11F21,F,11,21,1,0,0,0,1,1,1
11F26,F,11,26,1,1,0,1,0,1,1
11F29,F,11,29,1,0,0,1,1,1,1
12F1,F,12,1,0,0,0,0,0,1,33070
12F2,F,12,2,0,1,0,0,0,0,2698
12F3,F,12,3,0,0,0,1,0,0,237
12F4,F,12,4,1,0,0,0,0,0,1338
12F5,F,12,5,0,0,0,0,1,0,10
12F6,F,12,6,0,0,0,0,0,0,32
12F7,F,12,7,0,0,0,1,0,1,115
12F8,F,12,8,1,0,0,0,0,1,37
12F9,F,12,9,0,0,0,0,1,1,4
12F10,F,12,10,0,1,0,1,0,0,25
12F11,F,12,11,1,1,0,0,0,0,8
12F12,F,12,12,0,1,0,0,1,0,5
12F13,F,12,13,1,0,0,1,0,0,3
12F15,F,12,15,1,0,0,0,1,0,10
12F16,F,12,16,0,1,0,1,0,1,26
12F17,F,12,17,1,1,0,0,0,1,3
12F19,F,12,19,0,0,0,1,0,1,3
12F20,F,12,20,0,0,0,1,1,1,1
12F21,F,12,21,1,0,0,0,1,1,1
12F24,F,12,24,1,1,0,0,1,0,1
12F26,F,12,26,1,1,0,1,0,1,2
13F1,F,13,1,0,0,0,0,0,1,26785
13F2,F,13,2,0,1,0,0,0,0,1977
13F3,F,13,3,0,0,0,1,0,0,195
13F4,F,13,4,1,0,0,0,0,0,1057
13F5,F,13,5,0,0,0,0,1,0,6
13F6,F,13,6,0,0,0,0,0,0,22
13F7,F,13,7,0,0,0,1,0,1,80
13F8,F,13,8,1,0,0,0,0,1,30
13F9,F,13,9,0,0,0,0,1,1,3
13F10,F,13,10,0,1,0,1,0,0,20
13F11,F,13,11,1,1,0,0,0,0,8
13F12,F,13,12,0,1,0,0,1,0,2
13F13,F,13,13,1,0,0,1,0,0,3
13F14,F,13,14,0,0,0,1,1,0,1
13F15,F,13,15,1,0,0,0,1,0,5
13F16,F,13,16,0,1,0,1,0,1,25
13F17,F,13,17,1,1,0,0,0,1,1
13F21,F,13,21,1,0,0,0,1,1,1
13F26,F,13,26,1,1,0,1,0,1,1
14F1,F,14,1,0,0,0,0,0,1,18124
14F2,F,14,2,0,1,0,0,0,0,1349
14F3,F,14,3,0,0,0,1,0,0,109
14F4,F,14,4,1,0,0,0,0,0,680
14F5,F,14,5,0,0,0,0,1,0,4
14F6,F,14,6,0,0,0,0,0,0,12
14F7,F,14,7,0,0,0,1,0,1,45
14F8,F,14,8,1,0,0,0,0,1,25
14F9,F,14,9,0,0,0,0,1,1,1
14F10,F,14,10,0,1,0,1,0,0,11
14F11,F,14,11,1,1,0,0,0,0,4
14F12,F,14,12,0,1,0,0,1,0,2
14F15,F,14,15,1,0,0,0,1,0,7
14F16,F,14,16,0,1,0,1,0,1,8
14F17,F,14,17,1,1,0,0,0,1,2
14F24,F,14,24,1,1,0,0,1,0,1
14F26,F,14,26,1,1,0,1,0,1,1
15F1,F,15,1,0,0,0,0,0,1,13654
15F2,F,15,2,0,1,0,0,0,0,946
15F3,F,15,3,0,0,0,1,0,0,74
15F4,F,15,4,1,0,0,0,0,0,496
15F5,F,15,5,0,0,0,0,1,0,4
15F6,F,15,6,0,0,0,0,0,0,6
15F7,F,15,7,0,0,0,1,0,1,29
15F8,F,15,8,1,0,0,0,0,1,12
15F10,F,15,10,0,1,0,1,0,0,11
15F11,F,15,11,1,1,0,0,0,0,5
15F12,F,15,12,0,1,0,0,1,0,3
15F13,F,15,13,1,0,0,1,0,0,2
15F15,F,15,15,1,0,0,0,1,0,3
15F16,F,15,16,0,1,0,1,0,1,4
15F24,F,15,24,1,1,0,0,1,0,1
16F1,F,16,1,0,0,0,0,0,1,11700
16F2,F,16,2,0,1,0,0,0,0,629
16F3,F,16,3,0,0,0,1,0,0,59
16F4,F,16,4,1,0,0,0,0,0,396
16F5,F,16,5,0,0,0,0,1,0,2
16F6,F,16,6,0,0,0,0,0,0,8
16F7,F,16,7,0,0,0,1,0,1,22
16F8,F,16,8,1,0,0,0,0,1,7
16F9,F,16,9,0,0,0,0,1,1,1
16F10,F,16,10,0,1,0,1,0,0,4
16F11,F,16,11,1,1,0,0,0,0,3
16F12,F,16,12,0,1,0,0,1,0,2
16F13,F,16,13,1,0,0,1,0,0,1
16F15,F,16,15,1,0,0,0,1,0,1
16F16,F,16,16,0,1,0,1,0,1,8
17F1,F,17,1,0,0,0,0,0,1,11289
17F2,F,17,2,0,1,0,0,0,0,387
17F3,F,17,3,0,0,0,1,0,0,26
17F4,F,17,4,1,0,0,0,0,0,236
17F5,F,17,5,0,0,0,0,1,0,1
17F6,F,17,6,0,0,0,0,0,0,5
17F7,F,17,7,0,0,0,1,0,1,15
17F8,F,17,8,1,0,0,0,0,1,7
17F9,F,17,9,0,0,0,0,1,1,2
17F10,F,17,10,0,1,0,1,0,0,3
17F11,F,17,11,1,1,0,0,0,0,1
17F16,F,17,16,0,1,0,1,0,1,7
18F1,F,18,1,0,0,0,0,0,1,14028
18F2,F,18,2,0,1,0,0,0,0,323
18F3,F,18,3,0,0,0,1,0,0,21
18F4,F,18,4,1,0,0,0,0,0,230
18F6,F,18,6,0,0,0,0,0,0,19
18F7,F,18,7,0,0,0,1,0,1,11
18F8,F,18,8,1,0,0,0,0,1,7
18F10,F,18,10,0,1,0,1,0,0,5
18F12,F,18,12,0,1,0,0,1,0,1
18F13,F,18,13,1,0,0,1,0,0,1
18F15,F,18,15,1,0,0,0,1,0,2
18F16,F,18,16,0,1,0,1,0,1,4
18F20,F,18,20,0,0,0,1,1,1,1
1F1,F,1,1,0,0,1,0,0,1,4002
1F2,F,1,2,0,1,1,0,0,0,269
1F3,F,1,3,0,0,1,1,0,0,353
1F4,F,1,4,1,0,1,0,0,0,50
1F5,F,1,5,0,0,1,0,1,0,20
1F6,F,1,6,0,0,1,0,0,0,145
1F7,F,1,7,0,0,1,1,0,1,97
1F8,F,1,8,1,0,1,0,0,1,43
1F9,F,1,9,0,0,1,0,1,1,1
1F10,F,1,10,0,1,1,1,0,0,27
1F11,F,1,11,1,1,1,0,0,0,5
1F13,F,1,13,1,0,1,1,0,0,1
1F14,F,1,14,0,0,1,1,1,0,1
1F16,F,1,16,0,1,1,1,0,1,50
1F17,F,1,17,1,1,1,0,0,1,4
1F18,F,1,18,0,1,1,0,1,1,1
1F19,F,1,19,0,0,1,1,0,1,4
1F20,F,1,20,0,0,1,1,1,1,1
1F21,F,1,21,1,0,1,0,1,1,1
1F22,F,1,22,1,1,1,1,0,0,1
1F26,F,1,26,1,1,1,1,0,1,3
1F27,F,1,27,0,1,1,1,1,1,3
1F29,F,1,29,1,0,1,1,1,1,1
2F1,F,2,1,0,0,1,0,0,1,3380
2F2,F,2,2,0,1,1,0,0,0,249
2F3,F,2,3,0,0,1,1,0,0,306
2F4,F,2,4,1,0,1,0,0,0,40
2F5,F,2,5,0,0,1,0,1,0,16
2F6,F,2,6,0,0,1,0,0,0,90
2F7,F,2,7,0,0,1,1,0,1,94
2F8,F,2,8,1,0,1,0,0,1,21
2F9,F,2,9,0,0,1,0,1,1,2
2F10,F,2,10,0,1,1,1,0,0,17
2F11,F,2,11,1,1,1,0,0,0,3
2F12,F,2,12,0,1,1,0,1,0,4
2F13,F,2,13,1,0,1,1,0,0,2
2F14,F,2,14,0,0,1,1,1,0,1
2F15,F,2,15,1,0,1,0,1,0,2
2F16,F,2,16,0,1,1,1,0,1,35
2F17,F,2,17,1,1,1,0,0,1,1
2F19,F,2,19,0,0,1,1,0,1,2
2F21,F,2,21,1,0,1,0,1,1,1
2F22,F,2,22,1,1,1,1,0,0,1
2F23,F,2,23,0,1,1,1,1,0,1
2F26,F,2,26,1,1,1,1,0,1,2
2F27,F,2,27,0,1,1,1,1,1,1
3F1,F,3,1,0,0,1,0,0,1,2521
3F2,F,3,2,0,1,1,0,0,0,188
3F3,F,3,3,0,0,1,1,0,0,247
3F4,F,3,4,1,0,1,0,0,0,33
3F5,F,3,5,0,0,1,0,1,0,10
3F6,F,3,6,0,0,1,0,0,0,85
3F7,F,3,7,0,0,1,1,0,1,50
3F8,F,3,8,1,0,1,0,0,1,18
3F9,F,3,9,0,0,1,0,1,1,4
3F10,F,3,10,0,1,1,1,0,0,13
3F11,F,3,11,1,1,1,0,0,0,1
3F13,F,3,13,1,0,1,1,0,0,5
3F16,F,3,16,0,1,1,1,0,1,32
3F17,F,3,17,1,1,1,0,0,1,4
3F20,F,3,20,0,0,1,1,1,1,1
3F21,F,3,21,1,0,1,0,1,1,1
3F26,F,3,26,1,1,1,1,0,1,2
3F27,F,3,27,0,1,1,1,1,1,1
3F31,F,3,31,1,1,1,1,1,1,1
4F1,F,4,1,0,0,1,0,0,1,2251
4F2,F,4,2,0,1,1,0,0,0,168
4F3,F,4,3,0,0,1,1,0,0,200
4F4,F,4,4,1,0,1,0,0,0,40
4F5,F,4,5,0,0,1,0,1,0,20
4F6,F,4,6,0,0,1,0,0,0,77
4F7,F,4,7,0,0,1,1,0,1,52
4F8,F,4,8,1,0,1,0,0,1,17
4F9,F,4,9,0,0,1,0,1,1,2
4F10,F,4,10,0,1,1,1,0,0,10
4F13,F,4,13,1,0,1,1,0,0,3
4F15,F,4,15,1,0,1,0,1,0,1
4F16,F,4,16,0,1,1,1,0,1,19
4F17,F,4,17,1,1,1,0,0,1,1
4F21,F,4,21,1,0,1,0,1,1,2
4F26,F,4,26,1,1,1,1,0,1,2
4F27,F,4,27,0,1,1,1,1,1,1
4F29,F,4,29,1,0,1,1,1,1,1
5F1,F,5,1,0,0,1,0,0,1,2448
5F2,F,5,2,0,1,1,0,0,0,200
5F3,F,5,3,0,0,1,1,0,0,181
5F4,F,5,4,1,0,1,0,0,0,35
5F5,F,5,5,0,0,1,0,1,0,15
5F6,F,5,6,0,0,1,0,0,0,53
5F7,F,5,7,0,0,1,1,0,1,63
5F8,F,5,8,1,0,1,0,0,1,18
5F10,F,5,10,0,1,1,1,0,0,7
5F11,F,5,11,1,1,1,0,0,0,2
5F13,F,5,13,1,0,1,1,0,0,1
5F16,F,5,16,0,1,1,1,0,1,23
5F17,F,5,17,1,1,1,0,0,1,5
5F21,F,5,21,1,0,1,0,1,1,1
5F26,F,5,26,1,1,1,1,0,1,1
5F27,F,5,27,0,1,1,1,1,1,1
5F30,F,5,30,1,1,1,1,1,0,1
6F1,F,6,1,0,0,1,0,0,1,3284
6F2,F,6,2,0,1,1,0,0,0,210
6F3,F,6,3,0,0,1,1,0,0,243
6F4,F,6,4,1,0,1,0,0,0,41
6F5,F,6,5,0,0,1,0,1,0,15
6F6,F,6,6,0,0,1,0,0,0,60
6F7,F,6,7,0,0,1,1,0,1,67
6F8,F,6,8,1,0,1,0,0,1,12
6F9,F,6,9,0,0,1,0,1,1,4
6F10,F,6,10,0,1,1,1,0,0,9
6F11,F,6,11,1,1,1,0,0,0,2
6F12,F,6,12,0,1,1,0,1,0,3
6F13,F,6,13,1,0,1,1,0,0,1
6F14,F,6,14,0,0,1,1,1,0,1
6F15,F,6,15,1,0,1,0,1,0,1
6F16,F,6,16,0,1,1,1,0,1,27
6F17,F,6,17,1,1,1,0,0,1,4
6F19,F,6,19,0,0,1,1,0,1,1
6F31,F,6,31,1,1,1,1,1,1,1
7F1,F,7,1,0,0,1,0,0,1,3302
7F2,F,7,2,0,1,1,0,0,0,179
7F3,F,7,3,0,0,1,1,0,0,258
7F4,F,7,4,1,0,1,0,0,0,41
7F5,F,7,5,0,0,1,0,1,0,12
7F6,F,7,6,0,0,1,0,0,0,58
7F7,F,7,7,0,0,1,1,0,1,72
7F8,F,7,8,1,0,1,0,0,1,17
7F9,F,7,9,0,0,1,0,1,1,1
7F10,F,7,10,0,1,1,1,0,0,9
7F11,F,7,11,1,1,1,0,0,0,3
7F13,F,7,13,1,0,1,1,0,0,1
7F15,F,7,15,1,0,1,0,1,0,2
7F16,F,7,16,0,1,1,1,0,1,16
7F17,F,7,17,1,1,1,0,0,1,1
7F20,F,7,20,0,0,1,1,1,1,1
7F21,F,7,21,1,0,1,0,1,1,2
7F23,F,7,23,0,1,1,1,1,0,1
7F28,F,7,28,1,1,1,0,1,1,1
7F31,F,7,31,1,1,1,1,1,1,1
8F1,F,8,1,0,0,1,0,0,1,2529
8F2,F,8,2,0,1,1,0,0,0,175
8F3,F,8,3,0,0,1,1,0,0,159
8F4,F,8,4,1,0,1,0,0,0,30
8F5,F,8,5,0,0,1,0,1,0,18
8F6,F,8,6,0,0,1,0,0,0,57
8F7,F,8,7,0,0,1,1,0,1,44
8F8,F,8,8,1,0,1,0,0,1,11
8F9,F,8,9,0,0,1,0,1,1,1
8F10,F,8,10,0,1,1,1,0,0,7
8F11,F,8,11,1,1,1,0,0,0,1
8F13,F,8,13,1,0,1,1,0,0,3
8F15,F,8,15,1,0,1,0,1,0,1
8F16,F,8,16,0,1,1,1,0,1,13
8F17,F,8,17,1,1,1,0,0,1,1
8F20,F,8,20,0,0,1,1,1,1,1
8F21,F,8,21,1,0,1,0,1,1,2
8F26,F,8,26,1,1,1,1,0,1,2
9F1,F,9,1,0,0,1,0,0,1,1873
9F2,F,9,2,0,1,1,0,0,0,115
9F3,F,9,3,0,0,1,1,0,0,109
9F4,F,9,4,1,0,1,0,0,0,26
9F5,F,9,5,0,0,1,0,1,0,15
9F6,F,9,6,0,0,1,0,0,0,19
9F7,F,9,7,0,0,1,1,0,1,19
9F8,F,9,8,1,0,1,0,0,1,9
9F9,F,9,9,0,0,1,0,1,1,2
9F10,F,9,10,0,1,1,1,0,0,5
9F11,F,9,11,1,1,1,0,0,0,2
9F13,F,9,13,1,0,1,1,0,0,1
9F16,F,9,16,0,1,1,1,0,1,8
9F17,F,9,17,1,1,1,0,0,1,1
9F19,F,9,19,0,0,1,1,0,1,1
9F29,F,9,29,1,0,1,1,1,1,1
9F31,F,9,31,1,1,1,1,1,1,1
10F1,F,10,1,0,0,1,0,0,1,1291
10F2,F,10,2,0,1,1,0,0,0,89
10F3,F,10,3,0,0,1,1,0,0,77
10F4,F,10,4,1,0,1,0,0,0,15
10F5,F,10,5,0,0,1,0,1,0,3
10F6,F,10,6,0,0,1,0,0,0,15
10F7,F,10,7,0,0,1,1,0,1,16
10F8,F,10,8,1,0,1,0,0,1,5
10F10,F,10,10,0,1,1,1,0,0,6
10F11,F,10,11,1,1,1,0,0,0,1
10F16,F,10,16,0,1,1,1,0,1,5
10F17,F,10,17,1,1,1,0,0,1,1
11F1,F,11,1,0,0,1,0,0,1,925
11F2,F,11,2,0,1,1,0,0,0,54
11F3,F,11,3,0,0,1,1,0,0,46
11F4,F,11,4,1,0,1,0,0,0,13
11F5,F,11,5,0,0,1,0,1,0,4
11F6,F,11,6,0,0,1,0,0,0,9
11F7,F,11,7,0,0,1,1,0,1,12
11F8,F,11,8,1,0,1,0,0,1,8
11F9,F,11,9,0,0,1,0,1,1,1
11F10,F,11,10,0,1,1,1,0,0,1
11F13,F,11,13,1,0,1,1,0,0,3
11F16,F,11,16,0,1,1,1,0,1,7
11F27,F,11,27,0,1,1,1,1,1,1
12F1,F,12,1,0,0,1,0,0,1,624
12F2,F,12,2,0,1,1,0,0,0,38
12F3,F,12,3,0,0,1,1,0,0,35
12F4,F,12,4,1,0,1,0,0,0,15
12F5,F,12,5,0,0,1,0,1,0,2
12F6,F,12,6,0,0,1,0,0,0,6
12F7,F,12,7,0,0,1,1,0,1,7
12F8,F,12,8,1,0,1,0,0,1,3
12F9,F,12,9,0,0,1,0,1,1,1
12F16,F,12,16,0,1,1,1,0,1,6
12F19,F,12,19,0,0,1,1,0,1,2
13F1,F,13,1,0,0,1,0,0,1,409
13F2,F,13,2,0,1,1,0,0,0,30
13F3,F,13,3,0,0,1,1,0,0,22
13F4,F,13,4,1,0,1,0,0,0,8
13F6,F,13,6,0,0,1,0,0,0,7
13F7,F,13,7,0,0,1,1,0,1,11
13F8,F,13,8,1,0,1,0,0,1,1
13F10,F,13,10,0,1,1,1,0,0,2
13F11,F,13,11,1,1,1,0,0,0,2
13F16,F,13,16,0,1,1,1,0,1,1
13F21,F,13,21,1,0,1,0,1,1,1
13F31,F,13,31,1,1,1,1,1,1,1
14F1,F,14,1,0,0,1,0,0,1,248
14F2,F,14,2,0,1,1,0,0,0,15
14F3,F,14,3,0,0,1,1,0,0,13
14F4,F,14,4,1,0,1,0,0,0,5
14F6,F,14,6,0,0,1,0,0,0,1
14F7,F,14,7,0,0,1,1,0,1,3
14F9,F,14,9,0,0,1,0,1,1,1
14F16,F,14,16,0,1,1,1,0,1,2
14F26,F,14,26,1,1,1,1,0,1,1
15F1,F,15,1,0,0,1,0,0,1,156
15F2,F,15,2,0,1,1,0,0,0,11
15F3,F,15,3,0,0,1,1,0,0,12
15F4,F,15,4,1,0,1,0,0,0,2
15F5,F,15,5,0,0,1,0,1,0,2
15F7,F,15,7,0,0,1,1,0,1,3
15F9,F,15,9,0,0,1,0,1,1,2
15F12,F,15,12,0,1,1,0,1,0,1
15F16,F,15,16,0,1,1,1,0,1,1
16F1,F,16,1,0,0,1,0,0,1,115
16F2,F,16,2,0,1,1,0,0,0,4
16F3,F,16,3,0,0,1,1,0,0,4
16F4,F,16,4,1,0,1,0,0,0,4
16F6,F,16,6,0,0,1,0,0,0,1
16F7,F,16,7,0,0,1,1,0,1,1
16F30,F,16,30,1,1,1,1,1,0,1
17F1,F,17,1,0,0,1,0,0,1,70
17F2,F,17,2,0,1,1,0,0,0,4
17F3,F,17,3,0,0,1,1,0,0,3
17F4,F,17,4,1,0,1,0,0,0,3
17F31,F,17,31,1,1,1,1,1,1,1
18F1,F,18,1,0,0,1,0,0,1,66
18F2,F,18,2,0,1,1,0,0,0,3
18F3,F,18,3,0,0,1,1,0,0,1
18F4,F,18,4,1,0,1,0,0,0,1
18F6,F,18,6,0,0,1,0,0,0,2
18F8,F,18,8,1,0,1,0,0,1,1
